S.No,Gender,Age_Group,Skin_Type,Skin_Concern,Recommended_Products
1,Male,15-20,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5665,Female,15-20,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5666,Female,21-25,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5667,Male,15-20,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5668,Female,36-40,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5669,Male,15-20,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5670,Male,26-30,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5671,Male,31-35,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5672,Female,21-25,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5673,Female,41-45,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5674,Female,Above 45,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5675,Male,31-35,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5676,Male,15-20,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5677,Female,31-35,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5678,Male,21-25,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5679,Male,21-25,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5680,Male,31-35,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5681,Male,Above 45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5682,Male,15-20,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5683,Female,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5684,Male,21-25,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5685,Female,41-45,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5686,Female,36-40,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5687,Male,31-35,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5688,Male,21-25,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5689,Male,21-25,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5690,Male,21-25,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5691,Male,36-40,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5692,Female,26-30,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5693,Male,26-30,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5694,Female,Above 45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5695,Female,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5696,Male,Above 45,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5697,Female,15-20,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5698,Male,26-30,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5699,Female,36-40,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5700,Male,41-45,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5701,Male,26-30,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5702,Male,21-25,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5703,Female,36-40,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5704,Male,21-25,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5705,Female,31-35,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5706,Male,21-25,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5707,Female,15-20,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5708,Male,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5709,Female,15-20,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5710,Male,31-35,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5711,Female,36-40,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5712,Female,21-25,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5713,Male,15-20,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5714,Female,41-45,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5715,Male,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5716,Female,31-35,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5717,Male,15-20,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5718,Female,31-35,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5719,Female,21-25,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5720,Female,41-45,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5721,Female,26-30,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5722,Male,36-40,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5723,Male,26-30,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5724,Female,21-25,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5725,Male,21-25,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5726,Male,15-20,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5727,Female,Above 45,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5728,Female,36-40,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5729,Male,41-45,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5730,Male,31-35,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5731,Female,21-25,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5732,Female,26-30,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5733,Male,36-40,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5734,Female,15-20,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5735,Female,15-20,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5736,Female,26-30,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5737,Female,26-30,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5738,Male,26-30,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5739,Male,41-45,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5740,Female,41-45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5741,Female,21-25,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5742,Female,26-30,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5743,Female,Above 45,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5744,Male,21-25,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5745,Female,36-40,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5746,Female,31-35,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5747,Male,15-20,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5748,Male,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5749,Female,15-20,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5750,Female,21-25,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5751,Female,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5752,Female,41-45,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5753,Male,31-35,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5754,Male,31-35,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5755,Female,21-25,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5756,Male,41-45,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5757,Male,36-40,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5758,Female,31-35,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5759,Female,21-25,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5760,Female,Above 45,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5761,Female,Above 45,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5762,Male,31-35,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5763,Female,41-45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5764,Female,41-45,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5765,Female,41-45,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5766,Female,36-40,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5767,Male,26-30,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5768,Female,Above 45,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5769,Male,36-40,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5770,Male,41-45,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5771,Male,15-20,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5772,Female,31-35,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5773,Female,21-25,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5774,Male,41-45,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5775,Male,36-40,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5776,Female,36-40,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5777,Female,26-30,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5778,Female,31-35,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5779,Male,21-25,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5780,Male,41-45,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5781,Female,41-45,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5782,Male,Above 45,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5783,Male,41-45,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5784,Male,21-25,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5785,Female,15-20,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5786,Male,41-45,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5787,Female,Above 45,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5788,Female,41-45,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5789,Male,26-30,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5790,Male,26-30,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5791,Female,26-30,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5792,Female,31-35,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5793,Male,36-40,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5794,Female,41-45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5795,Female,26-30,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5796,Female,31-35,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5797,Male,Above 45,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5798,Female,15-20,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5799,Female,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5800,Female,31-35,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5801,Female,41-45,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5802,Male,26-30,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5803,Male,36-40,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5804,Female,36-40,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5805,Male,41-45,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5806,Female,Above 45,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5807,Female,21-25,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5808,Male,36-40,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5809,Male,Above 45,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5810,Male,15-20,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5811,Female,31-35,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5812,Female,31-35,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5813,Female,15-20,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5814,Female,31-35,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5815,Male,36-40,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5816,Female,36-40,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5817,Female,26-30,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5818,Male,Above 45,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5819,Female,36-40,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5820,Male,21-25,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5821,Male,36-40,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5822,Female,26-30,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5823,Female,41-45,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5824,Male,Above 45,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5825,Male,26-30,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5826,Male,36-40,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5827,Female,41-45,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5828,Male,21-25,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5829,Female,31-35,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5830,Male,26-30,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5831,Female,41-45,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5832,Female,Above 45,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5833,Female,31-35,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5834,Male,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5835,Female,15-20,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5836,Male,15-20,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5837,Female,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5838,Male,15-20,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5839,Female,36-40,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5840,Female,26-30,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5841,Male,41-45,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5842,Male,Above 45,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5843,Male,41-45,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5844,Male,15-20,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5845,Male,Above 45,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5846,Male,31-35,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5847,Female,31-35,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5848,Male,21-25,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5849,Female,31-35,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5850,Male,41-45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5851,Female,41-45,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5852,Male,41-45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5853,Male,21-25,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5854,Male,21-25,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5855,Female,36-40,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
5856,Male,Above 45,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5857,Male,41-45,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5858,Male,41-45,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5859,Male,21-25,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5860,Male,Above 45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5861,Female,21-25,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5862,Female,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
5863,Female,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
5864,Female,31-35,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5865,Female,26-30,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
5866,Male,26-30,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
5867,Male,26-30,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
